#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
96,CVE-2019-19061,401,,DoS,2019-11-18,2020-09-25,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the adis_update_scan_mode_burst() function in drivers/iio/imu/adis_buffer.c in the Linux kernel before 5.3.9 allows attackers to cause a denial of service (memory consumption)
171,CVE-2018-15377,401,,,2018-10-05,2020-08-31,7.8,None,Remote,Low,Not required,None,None,Complete,A vulnerability in the Cisco Network Plug and Play agent
78,CVE-2019-19079,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the qrtr_tun_write_iter() function in net/qrtr/tun.c in the Linux kernel before 5.3 allows attackers to cause a denial of service (memory consumption)
82,CVE-2019-19075,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the ca8210_probe() function in drivers/net/ieee802154/ca8210.c in the Linux kernel before 5.3.8 allows attackers to cause a denial of service (memory consumption) by triggering ca8210_get_platform_data() failures
86,CVE-2019-19071,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the rsi_send_beacon() function in drivers/net/wireless/rsi/rsi_91x_mgmt.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering rsi_prepare_beacon() failures
93,CVE-2019-19064,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,** DISPUTED ** A memory leak in the fsl_lpspi_probe() function in drivers/spi/spi-fsl-lpspi.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering pm_runtime_get_sync() failures
97,CVE-2019-19060,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the adis_update_scan_mode() function in drivers/iio/imu/adis_buffer.c in the Linux kernel before 5.3.9 allows attackers to cause a denial of service (memory consumption)
104,CVE-2019-19053,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the rpmsg_eptdev_write_iter() function in drivers/rpmsg/rpmsg_char.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering copy_from_iter_full() failures
108,CVE-2019-19049,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,** DISPUTED ** A memory leak in the unittest_data_add() function in drivers/of/unittest.c in the Linux kernel before 5.3.10 allows attackers to cause a denial of service (memory consumption) by triggering of_fdt_unflatten_tree() failures
109,CVE-2019-19048,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the crypto_reportstat() function in drivers/virt/vboxguest/vboxguest_utils.c in the Linux kernel before 5.3.9 allows attackers to cause a denial of service (memory consumption) by triggering copy_form_user() failures
113,CVE-2019-19044,401,,DoS,2019-11-18,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,Two memory leaks in the v3d_submit_cl_ioctl() function in drivers/gpu/drm/v3d/v3d_gem.c in the Linux kernel before 5.3.11 allow attackers to cause a denial of service (memory consumption) by triggering kcalloc() or v3d_job_init() failures
115,CVE-2019-18813,401,,DoS,2019-11-07,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the dwc3_pci_probe() function in drivers/usb/dwc3/dwc3-pci.c in the Linux kernel through 5.3.9 allows attackers to cause a denial of service (memory consumption) by triggering platform_device_add_properties() failures
116,CVE-2019-18812,401,,DoS,2019-11-07,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the sof_dfsentry_write() function in sound/soc/sof/debug.c in the Linux kernel through 5.3.9 allows attackers to cause a denial of service (memory consumption)
118,CVE-2019-18810,401,,DoS,2019-11-07,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,A memory leak in the komeda_wb_connector_add() function in drivers/gpu/drm/arm/display/komeda/komeda_wb_connector.c in the Linux kernel before 5.3.8 allows attackers to cause a denial of service (memory consumption) by triggering drm_writeback_connector_init() failures
124,CVE-2019-15916,401,,DoS,2019-09-04,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,An issue was discovered in the Linux kernel before 5.0.1. There is a memory leak in register_queue_kobjects() in net/core/net-sysfs.c
126,CVE-2019-15134,401,,,2019-08-17,2020-08-24,7.8,None,Remote,Low,Not required,None,None,Complete,RIOT through 2019.07 contains a memory leak in the TCP implementation (gnrc_tcp)
73,CVE-2019-19577,401,,DoS +Priv,2019-12-11,2020-08-24,7.2,None,Local,Low,Not required,Complete,Complete,Complete,An issue was discovered in Xen through 4.12.x allowing x86 AMD HVM guest OS users to cause a denial of service or possibly gain privileges by triggering data-structure access during pagetable-height updates. When running on AMD systems with an IOMMU
27,CVE-2020-27822,401,,,2020-12-08,2020-12-14,7.1,None,Remote,Medium,Not required,None,None,Complete,A flaw was found in Wildfly affecting versions 19.0.0.Final
76,CVE-2019-19081,401,,DoS,2019-11-18,2020-08-24,7.1,None,Remote,Medium,Not required,None,None,Complete,A memory leak in the nfp_flower_spawn_vnic_reprs() function in drivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before 5.3.4 allows attackers to cause a denial of service (memory consumption)
77,CVE-2019-19080,401,,DoS,2019-11-18,2020-08-24,7.1,None,Remote,Medium,Not required,None,None,Complete,Four memory leaks in the nfp_flower_spawn_phy_reprs() function in drivers/net/ethernet/netronome/nfp/flower/main.c in the Linux kernel before 5.3.4 allow attackers to cause a denial of service (memory consumption)
81,CVE-2019-19076,401,,DoS,2019-11-18,2020-08-24,7.1,None,Remote,Medium,Not required,None,None,Complete,** DISPUTED ** A memory leak in the nfp_abm_u32_knode_replace() function in drivers/net/ethernet/netronome/nfp/abm/cls.c in the Linux kernel before 5.3.6 allows attackers to cause a denial of service (memory consumption)
153,CVE-2019-6608,401,,,2019-03-28,2020-08-24,7.1,None,Remote,Medium,Not required,None,None,Complete,On BIG-IP 11.5.1-11.6.3
190,CVE-2015-8567,401,,DoS,2017-04-13,2020-09-09,6.8,None,Remote,Low,???,None,None,Complete,Memory leak in net/vmxnet3.c in QEMU allows remote attackers to cause a denial of service (memory consumption).
111,CVE-2019-19046,401,,DoS,2019-11-18,2020-08-24,6.8,None,Remote,Low,???,None,None,Complete,** DISPUTED ** A memory leak in the __ipmi_bmc_register() function in drivers/char/ipmi/ipmi_msghandler.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering ida_simple_get() failure
165,CVE-2019-6128,401,,,2019-01-11,2020-08-24,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,The TIFFFdOpen function in tif_unix.c in LibTIFF 4.0.10 has a memory leak
23,CVE-2021-0272,401,,DoS,2021-04-22,2021-05-04,6.1,None,Local Network,Low,Not required,None,None,Complete,A kernel memory leak in QFX10002-32Q
37,CVE-2020-25672,401,,,2021-05-25,2021-07-02,5,None,Remote,Low,Not required,None,None,Partial,A memory leak vulnerability was found in Linux kernel in llcp_sock_connect
2,CVE-2021-34183,401,,,2021-06-25,2021-07-01,5,None,Remote,Low,Not required,None,None,Partial,ImageMagick 7.0.11-14 has a memory leak in AcquireSemaphoreMemory in semaphore.c and AcquireMagickMemory in memory.c.
145,CVE-2019-8259,401,,Bypass +Info,2019-03-05,2021-06-28,5,None,Remote,Low,Not required,Partial,None,None,UltraVNC revision 1198 contains multiple memory leaks (CWE-655) in VNC client code
10,CVE-2021-22173,401,,DoS,2021-02-17,2021-06-16,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in USB HID dissector in Wireshark 3.4.0 to 3.4.2 allows denial of service via packet injection or crafted capture file
32,CVE-2020-26420,401,,DoS,2020-12-11,2021-06-14,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in RTPS protocol dissector in Wireshark 3.4.0 and 3.2.0 to 3.2.8 allows denial of service via packet injection or crafted capture file.
33,CVE-2020-26419,401,,DoS,2020-12-11,2021-06-14,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in the dissection engine in Wireshark 3.4.0 allows denial of service via packet injection or crafted capture file.
34,CVE-2020-26418,401,,DoS,2020-12-11,2021-06-14,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in Kafka protocol dissector in Wireshark 3.4.0 and 3.2.0 to 3.2.8 allows denial of service via packet injection or crafted capture file.
18,CVE-2021-20209,401,,,2021-05-25,2021-05-28,5,None,Remote,Low,Not required,None,None,Partial,A memory leak vulnerability was found in Privoxy before 3.0.29 in the show-status CGI handler when no action files are configured.
53,CVE-2020-20451,401,,DoS,2021-05-25,2021-05-28,5,None,Remote,Low,Not required,None,None,Partial,Denial of Service issue in FFmpeg 4.2 due to resource management errors via fftools/cmdutils.c.
3,CVE-2021-32032,401,,,2021-05-21,2021-05-27,5,None,Remote,Low,Not required,None,None,Partial,In Trusted Firmware-M through 1.3.0
147,CVE-2019-7398,401,,,2019-02-05,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,In ImageMagick before 7.0.8-25
148,CVE-2019-7397,401,,,2019-02-05,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,In ImageMagick before 7.0.8-25 and GraphicsMagick through 1.3.31
149,CVE-2019-7396,401,,,2019-02-05,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,In ImageMagick before 7.0.8-25
150,CVE-2019-7395,401,,,2019-02-05,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,In ImageMagick before 7.0.8-25
151,CVE-2019-7175,401,,,2019-03-07,2021-04-28,5,None,Remote,Low,Not required,None,None,Partial,In ImageMagick before 7.0.8-25
4,CVE-2021-30141,401,,,2021-04-05,2021-04-15,5,None,Remote,Low,Not required,None,None,Partial,** DISPUTED ** Module/Settings/UserExport.php in Friendica through 2021.01 allows settings/userexport to be used by anonymous users
21,CVE-2021-1353,401,,DoS,2021-01-20,2021-02-03,5,None,Remote,Low,Not required,None,None,Partial,A vulnerability in the IPv4 protocol handling of Cisco StarOS could allow an unauthenticated
172,CVE-2018-11246,401,,,2021-01-11,2021-01-13,5,None,Remote,Low,Not required,None,None,Partial,K7TSMngr.exe in K7Computing K7AntiVirus Premium 15.1.0.53 has a Memory Leak.
35,CVE-2020-25795,401,,,2020-09-19,2021-01-12,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in the sized-chunks crate through 0.6.2 for Rust. In the Chunk implementation
36,CVE-2020-25794,401,,,2020-09-19,2021-01-12,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in the sized-chunks crate through 0.6.2 for Rust. In the Chunk implementation
30,CVE-2020-27713,401,,,2020-12-11,2020-12-14,5,None,Remote,Low,Not required,None,None,Partial,In certain configurations on version 13.1.3.4
194,CVE-2008-3913,401,,DoS,2008-09-11,2020-11-10,5,None,Remote,Low,Not required,None,None,Partial,"Multiple memory leaks in freshclam/manager.c in ClamAV before 0.94 might allow attackers to cause a denial of service (memory consumption) via unspecified vectors related to ""error handling logic""."
54,CVE-2020-16949,401,,DoS,2020-10-16,2020-10-21,5,None,Remote,Low,Not required,None,None,Partial,A denial of service vulnerability exists in Microsoft Outlook software when the software fails to properly handle objects in memory
193,CVE-2009-5063,401,,DoS,2011-08-31,2020-09-09,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in the embedded_profile_len function in pngwutil.c in libpng before 1.2.39beta5 allows context-dependent attackers to cause a denial of service (memory leak or segmentation fault) via a JPEG image containing an iCCP chunk with a negative embedded profile length. NOTE: this is due to an incomplete fix for CVE-2006-7244.
69,CVE-2019-1000031,401,,,2019-03-27,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,A disk space or quota exhaustion issue exists in article2pdf_getfile.php in the article2pdf Wordpress plugin 0.24
121,CVE-2019-18807,401,,DoS,2019-11-07,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,Two memory leaks in the sja1105_static_config_upload() function in drivers/net/dsa/sja1105/sja1105_spi.c in the Linux kernel before 5.3.5 allow attackers to cause a denial of service (memory consumption) by triggering static_config_buf_prepare_for_upload() or sja1105_inhibit_tx() failures
138,CVE-2019-12265,401,,#NAME?,2019-08-09,2020-08-24,5,None,Remote,Low,Not required,Partial,None,None,Wind River VxWorks 6.5
143,CVE-2019-9004,401,,,2019-02-22,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,In Eclipse Wakaama (formerly liblwm2m) 1.0
146,CVE-2019-7732,401,,,2019-02-11,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,In Live555 0.95
155,CVE-2019-6502,401,,,2019-01-22,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,sc_context_create in ctx.c in libopensc in OpenSC 0.19.0 has a memory leak
161,CVE-2019-6138,401,,,2019-01-11,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,An issue has been found in libIEC61850 v1.3.1. Memory_malloc and Memory_calloc in hal/memory/lib_memory.c have memory leaks when called from mms/iso_mms/common/mms_value.c
162,CVE-2019-6135,401,,,2019-01-11,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,An issue has been found in libIEC61850 v1.3.1. Memory_malloc in hal/memory/lib_memory.c has a memory leak when called from Asn1PrimitiveValue_create in mms/asn1/asn1_ber_primitive_value.c
163,CVE-2019-6132,401,,,2019-01-11,2020-08-24,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Bento4 v1.5.1-627. There is a memory leak in AP4_DescriptorFactory::CreateDescriptorFromStream in Core/Ap4DescriptorFactory.cpp when called from the AP4_EsdsAtom class in Core/Ap4EsdsAtom.cpp
56,CVE-2020-12887,401,,Overflow,2020-06-18,2020-06-25,5,None,Remote,Low,Not required,None,None,Partial,Memory leaks were discovered in the CoAP library in Arm Mbed OS 5.15.3 when using the Arm mbed-coap library 5.1.5. The CoAP parser is responsible for parsing received CoAP packets. The function sn_coap_parser_options_parse() parses the CoAP option number field of all options present in the input packet. Each option number is calculated as a sum of the previous option number and a delta of the current option. The delta and the previous option number are expressed as unsigned 16-bit integers. Due to lack of overflow detection
70,CVE-2019-20888,401,,DoS,2020-06-19,2020-06-20,5,None,Remote,Low,Not required,None,None,Partial,An issue was discovered in Mattermost Server before 5.7
169,CVE-2018-21079,401,,,2020-04-08,2020-04-09,5,None,Remote,Low,Not required,Partial,None,None,An issue was discovered on Samsung mobile devices with L(5.x)
195,CVE-2001-0543,401,,DoS,2001-09-20,2020-04-02,5,None,Remote,Low,Not required,None,None,Partial,Memory leak in NNTP service in Windows NT 4.0 and Windows 2000 allows remote attackers to cause a denial of service (memory exhaustion) via a large number of malformed posts.
66,CVE-2020-3800,401,,#NAME?,2020-03-25,2020-03-27,5,None,Remote,Low,Not required,Partial,None,None,Adobe Acrobat and Reader versions 2020.006.20034 and earlier
60,CVE-2020-10593,401,,DoS,2020-03-23,2020-03-25,5,None,Remote,Low,Not required,None,None,Partial,Tor before 0.3.5.10
94,CVE-2019-19063,401,,DoS,2019-11-18,2021-06-14,4.9,None,Local,Low,Not required,None,None,Complete,Two memory leaks in the rtl_usb_probe() function in drivers/net/wireless/realtek/rtlwifi/usb.c in the Linux kernel through 5.3.11 allow attackers to cause a denial of service (memory consumption)
5,CVE-2021-29649,401,,,2021-03-30,2021-04-05,4.9,None,Local,Low,Not required,None,None,Complete,An issue was discovered in the Linux kernel before 5.11.11. The user mode driver (UMD) has a copy_process() memory leak
26,CVE-2020-29485,401,,,2020-12-15,2021-03-16,4.9,None,Local,Low,Not required,None,None,Complete,An issue was discovered in Xen 4.6 through 4.14.x. When acting upon a guest XS_RESET_WATCHES request
177,CVE-2017-9060,401,,DoS,2017-06-01,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,"Memory leak in the virtio_gpu_set_scanout function in hw/display/virtio-gpu.c in QEMU (aka Quick Emulator) allows local guest OS users to cause a denial of service (memory consumption) via a large number of ""VIRTIO_GPU_CMD_SET_SCANOUT:"" commands."
178,CVE-2017-5857,401,,DoS,2017-03-16,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the virgl_cmd_resource_unref function in hw/display/virtio-gpu-3d.c in QEMU (aka Quick Emulator) allows local guest OS users to cause a denial of service (host memory consumption) via a large number of VIRTIO_GPU_CMD_RESOURCE_UNREF commands sent without detaching the backing storage beforehand.
179,CVE-2017-5856,401,,DoS,2017-03-16,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the megasas_handle_dcmd function in hw/scsi/megasas.c in QEMU (aka Quick Emulator) allows local guest OS privileged users to cause a denial of service (host memory consumption) via MegaRAID Firmware Interface (MFI) commands with the sglist size set to a value over 2 Gb.
180,CVE-2017-5579,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the serial_exit_core function in hw/char/serial.c in QEMU (aka Quick Emulator) allows local guest OS privileged users to cause a denial of service (host memory consumption and QEMU process crash) via a large number of device unplug operations.
181,CVE-2017-5578,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the virtio_gpu_resource_attach_backing function in hw/display/virtio-gpu.c in QEMU (aka Quick Emulator) allows local guest OS users to cause a denial of service (host memory consumption) via a large number of VIRTIO_GPU_CMD_RESOURCE_ATTACH_BACKING commands.
182,CVE-2017-5552,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the virgl_resource_attach_backing function in hw/display/virtio-gpu-3d.c in QEMU (aka Quick Emulator) allows local guest OS users to cause a denial of service (host memory consumption) via a large number of VIRTIO_GPU_CMD_RESOURCE_ATTACH_BACKING commands.
183,CVE-2017-5526,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/audio/es1370.c in QEMU (aka Quick Emulator) allows local guest OS privileged users to cause a denial of service (host memory consumption and QEMU process crash) via a large number of device unplug operations.
184,CVE-2017-5525,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/audio/ac97.c in QEMU (aka Quick Emulator) allows local guest OS privileged users to cause a denial of service (host memory consumption and QEMU process crash) via a large number of device unplug operations.
185,CVE-2016-10155,401,,DoS,2017-03-15,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/watchdog/wdt_i6300esb.c in QEMU (aka Quick Emulator) allows local guest OS privileged users to cause a denial of service (host memory consumption and QEMU process crash) via a large number of device unplug operations.
186,CVE-2016-9916,401,,DoS,2016-12-29,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/9pfs/9p-proxy.c in QEMU (aka Quick Emulator) allows local privileged guest OS users to cause a denial of service (host memory consumption and possibly QEMU process crash) by leveraging a missing cleanup operation in the proxy backend.
187,CVE-2016-9915,401,,DoS,2016-12-29,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/9pfs/9p-handle.c in QEMU (aka Quick Emulator) allows local privileged guest OS users to cause a denial of service (host memory consumption and possibly QEMU process crash) by leveraging a missing cleanup operation in the handle backend.
188,CVE-2016-9914,401,,DoS,2016-12-29,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in hw/9pfs/9p.c in QEMU (aka Quick Emulator) allows local privileged guest OS users to cause a denial of service (host memory consumption and possibly QEMU process crash) by leveraging a missing cleanup operation in FileOperations.
189,CVE-2016-9913,401,,DoS,2016-12-29,2020-11-10,4.9,None,Local,Low,Not required,None,None,Complete,Memory leak in the v9fs_device_unrealize_common function in hw/9pfs/9p.c in QEMU (aka Quick Emulator) allows local privileged guest OS users to cause a denial of service (host memory consumption and possibly QEMU process crash) via vectors involving the order of resource cleanup.
90,CVE-2019-19067,401,,DoS,2019-11-18,2020-09-25,4.9,None,Local,Low,Not required,None,None,Complete,** DISPUTED ** Four memory leaks in the acp_hw_init() function in drivers/gpu/drm/amd/amdgpu/amdgpu_acp.c in the Linux kernel before 5.3.8 allow attackers to cause a denial of service (memory consumption) by triggering mfd_add_hotplug_devices() or pm_genpd_add_device() failures
72,CVE-2019-20096,401,,DoS,2019-12-30,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,In the Linux kernel before 5.1
80,CVE-2019-19077,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the bnxt_re_create_srq() function in drivers/infiniband/hw/bnxt_re/ib_verbs.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering copy to udata failures
85,CVE-2019-19072,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the predicate_parse() function in kernel/trace/trace_events_filter.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption)
89,CVE-2019-19068,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the rtl8xxxu_submit_int_urb() function in drivers/net/wireless/realtek/rtl8xxxu/rtl8xxxu_core.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering usb_submit_urb() failures
102,CVE-2019-19055,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,** DISPUTED ** A memory leak in the nl80211_get_ftm_responder_stats() function in net/wireless/nl80211.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering nl80211hdr_put() failures
106,CVE-2019-19051,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the i2400m_op_rfkill_sw_toggle() function in drivers/net/wimax/i2400m/op-rfkill.c in the Linux kernel before 5.3.11 allows attackers to cause a denial of service (memory consumption)
110,CVE-2019-19047,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the mlx5_fw_fatal_reporter_dump() function in drivers/net/ethernet/mellanox/mlx5/core/health.c in the Linux kernel before 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering mlx5_crdump_collect() failures
112,CVE-2019-19045,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the mlx5_fpga_conn_create_cq() function in drivers/net/ethernet/mellanox/mlx5/core/fpga/conn.c in the Linux kernel before 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering mlx5_vector2eqn() failures
114,CVE-2019-19043,401,,DoS,2019-11-18,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the i40e_setup_macvlans() function in drivers/net/ethernet/intel/i40e/i40e_main.c in the Linux kernel through 5.3.11 allows attackers to cause a denial of service (memory consumption) by triggering i40e_setup_channel() failures
117,CVE-2019-18811,401,,DoS,2019-11-07,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the sof_set_get_large_ctrl_data() function in sound/soc/sof/ipc.c in the Linux kernel through 5.3.9 allows attackers to cause a denial of service (memory consumption) by triggering sof_get_ctrl_copy_params() failures
119,CVE-2019-18809,401,,DoS,2019-11-07,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,A memory leak in the af9005_identify_state() function in drivers/media/usb/dvb-usb/af9005.c in the Linux kernel through 5.3.9 allows attackers to cause a denial of service (memory consumption)
137,CVE-2019-12379,401,,,2019-05-28,2020-08-24,4.9,None,Local,Low,Not required,None,None,Complete,** DISPUTED ** An issue was discovered in con_insert_unipair in drivers/tty/vt/consolemap.c in the Linux kernel through 5.1.5. There is a memory leak in a certain case of an ENOMEM outcome of kmalloc. NOTE: This id is disputed as not being an issue.
