#,CVE ID,CWE ID,# of Exploits,Vulnerability Type(s),Publish Date,Update Date,Score,Gained Access Level,Access,Complexity,Authentication,Conf.,Integ.,Avail.,Description
41,CVE-2018-14272,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the removeIcon method. By performing actions in JavaScript
42,CVE-2018-14271,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the removeField method. By performing actions in JavaScript
43,CVE-2018-14270,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the removeDataObject method. By performing actions in JavaScript
44,CVE-2018-14269,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the print method. By performing actions in JavaScript
45,CVE-2018-14268,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the mailForm method. By performing actions in JavaScript
46,CVE-2018-14267,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the importTextData method. By performing actions in JavaScript
47,CVE-2018-14266,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the importDataObject method. By performing actions in JavaScript
48,CVE-2018-14265,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the importAnXFDX method. By performing actions in JavaScript
49,CVE-2018-14264,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the importAnFDF method. By performing actions in JavaScript
50,CVE-2018-14263,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getVersionID method. By performing actions in JavaScript
51,CVE-2018-14262,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getURL method. By performing actions in JavaScript
52,CVE-2018-14261,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getTemplate method. By performing actions in JavaScript
53,CVE-2018-14260,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getPageRotation method. By performing actions in JavaScript
54,CVE-2018-14259,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getPageNthWordQuads method. By performing actions in JavaScript
55,CVE-2018-14258,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getPageNthWord method. By performing actions in JavaScript
56,CVE-2018-14257,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getPageBox method. By performing actions in JavaScript
57,CVE-2018-14256,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getOCGs method. By performing actions in JavaScript
58,CVE-2018-14255,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getNthFieldName method. By performing actions in JavaScript
59,CVE-2018-14254,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getLinks method. By performing actions in JavaScript
60,CVE-2018-14253,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getIcon method. By performing actions in JavaScript
61,CVE-2018-14252,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getField method. By performing actions in JavaScript
62,CVE-2018-14251,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getDataObject method. By performing actions in JavaScript
63,CVE-2018-14250,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the getAnnot method. By performing actions in JavaScript
64,CVE-2018-14249,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the exportDataObject method. By performing actions in JavaScript
65,CVE-2018-14248,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the exportAsXFDF method. By performing actions in JavaScript
66,CVE-2018-14247,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the exportAsFDF method. By performing actions in JavaScript
67,CVE-2018-14246,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the convertTocPDF method. By performing actions in JavaScript
68,CVE-2018-14245,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the closeDoc method. By performing actions in JavaScript
69,CVE-2018-14244,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the calculateNow method. By performing actions in JavaScript
70,CVE-2018-14243,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the addPageOpenJSMessage method. By performing actions in JavaScript
71,CVE-2018-14242,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the addField method. By performing actions in JavaScript
72,CVE-2018-14241,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the addAnnot method. By performing actions in JavaScript
81,CVE-2018-11623,704,,Exec Code,2018-07-31,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.1.1049. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the addAdLayer method. By performing actions in JavaScript
82,CVE-2018-10495,704,,Exec Code,2018-05-17,2019-10-09,6.8,None,Remote,Medium,Not required,Partial,Partial,Partial,This vulnerability allows remote attackers to execute arbitrary code on vulnerable installations of Foxit Reader 9.0.0.29935. User interaction is required to exploit this vulnerability in that the target must visit a malicious page or open a malicious file. The specific flaw exists within the parsing of PDF documents. The issue results from the lack of proper validation of user-supplied data
