PostId,PostTypeId,ParentId,CreationDate,Score,ViewCount,OwnerUserId,OwnerDisplayName,LastActivityDate,LastEditDate,CommentCount,FavouriteCount,Body,,QIds,QViewCounts
982213,2,981608,2009-06-11T16:39:04.740,2,,100754,,2009-06-11T16:39:04.740,,0,,"<p>The function below will swap bits 2 and 4. You can use this to precompute a lookup table, if necessary (so that swapping becomes a single operation):</p>

<pre><code>unsigned char swap24(unsigned char bytein) {
    unsigned char mask2 = ( bytein &amp; 0x04 ) &lt;&lt; 2;
    unsigned char mask4 = ( bytein &amp; 0x10 ) &gt;&gt; 2;
    unsigned char mask  = mask2 | mask4 ;
    return ( bytein &amp; 0xeb ) | mask;
}
</code></pre>

<p>I wrote each operation on a separate line to make it clearer.</p>
",,2487911,5487
1671941,2,981608,2009-11-04T06:07:35.990,4,,202370,,2015-01-03T13:28:51.390,2015-01-03T13:28:51.390,2,,"<p>This might not be optimized, but it should work:</p>

<pre><code>unsigned char bit_swap(unsigned char n, unsigned char pos1, unsigned char pos2)
{
    unsigned char mask1 = 0x01 &lt;&lt; pos1;
    unsigned char mask2 = 0x01 &lt;&lt; pos2;
   if ( !((n &amp; mask1) != (n &amp; mask2)) )
        n ^= (mask1 | mask2);
    return n;
}
</code></pre>
",,2527437,884
19951359,2,981608,2013-11-13T10:29:57.443,0,,1292348,,2013-11-13T10:29:57.443,,0,,"<pre><code>#include&lt;stdio.h&gt;

void printb(char x) {
    int i;
    for(i =7;i&gt;=0;i--) 
        printf(""%d"",(1 &amp; (x &gt;&gt; i)));
    printf(""\n"");
}

int swapb(char c, int p, int q) {
    if( !((c &amp; (1 &lt;&lt; p)) &gt;&gt; p) ^ ((c &amp; (1 &lt;&lt; q)) &gt;&gt; q) )
        printf(""bits are not same will not be swaped\n"");
    else {
        c = c ^ (1 &lt;&lt; p);
        c = c ^ (1 &lt;&lt; q);
    }
    return c;
}

int main() 
{
    char c = 10;
    printb(c);
    c = swapb(c, 3, 1);
    printb(c);
    return 0;
}
</code></pre>
",,2695358,3989
32964796,2,981608,2015-10-06T08:08:18.873,0,,1745064,,2015-10-06T08:08:18.873,,0,,"<pre><code>void swap_bits(uint32_t&amp; n, int a, int b) {
    bool r = (n &amp; (1 &lt;&lt; a)) != 0;
    bool s = (n &amp; (1 &lt;&lt; b)) != 0;

    if(r != s) {
        if(r) {
            n |= (1 &lt;&lt; b);
            n &amp;= ~(1 &lt;&lt; a);
        }
        else {
            n &amp;= ~(1 &lt;&lt; b);
            n |= (1 &lt;&lt; a);
        }
    }
}
</code></pre>

<p><code>n</code> is the integer you want to be swapped in, <code>a</code> and <code>b</code> are the positions (indexes) of the bits you want to be swapped, counting from the less significant bit and starting from zero.</p>

<p>Using your example (<code>n = ???1?0??</code>), you'd call the function as follows:</p>

<pre><code>swap_bits(n, 2, 4);
</code></pre>

<p><strong>Rationale</strong>: you only need to swap the bits if they are different (that's why <code>r != s</code>). In this case, one of them is 1 and the other is 0. After that, just notice you want to do exactly one <strong>bit set</strong> operation and one <strong>bit clear</strong> operation.</p>
",,2889722,6879
1027458,2,1027416,2009-06-22T14:15:09.090,-1,,63925,,2009-06-22T14:15:09.090,,1,,"<p>Are you able to use std::string?  You could have it as <code>std::string name_</code> and have the STL take care of the memory allocation for you..</p>

<pre><code>class TestSuite {
    public:
      TestSuite(const char* name) : name_(name) {}

      ~TestSuite() {}

    private:
      std::string name_;
};
</code></pre>

<p>Don't forget to include <code>&lt;string&gt;</code>.</p>

<p><a href=""http://www.cplusplus.com/reference/string/string/"" rel=""nofollow noreferrer"">Reference</a></p>
",,3031413,10682
1027460,2,1027416,2009-06-22T14:15:35.267,1,,38924,,2009-06-22T15:01:34.473,2009-06-22T15:01:34.473,4,,"<p>Well, you can use a std::string that will take care of all memory allocation</p>

<pre><code>class TestSuite {
public:
  TestSuite(const std::string &amp;name):name_(name) {
  }

  ~TestSuite() {
  }

private:
  std::string name_;
};
</code></pre>

<p><strong>Edit</strong> : 
If it is the call to malloc() that you want to avoid you could do this :</p>

<pre><code>class TestSuite {
public:
  TestSuite(const char *name){
    memcpy(name_, name, min(16, strlen(name));
  }

private:
  char name_[16];
};
</code></pre>

<p>This will waste some memory however, which can be an issue on embedded platforms.</p>
",,3069862,827
1027469,2,1027416,2009-06-22T14:18:13.250,1,,101361,,2009-06-22T14:18:13.250,,2,,"<p>Documentation. For example,</p>

<pre><code>/**
* Test suite constructor.
* @param name test suite name cstring, shared
*/
TestSuite(char const *name) {
// ...
</code></pre>

<p>A shared pointer implies that the pointed object must be alive during the lifetime of this object.</p>
",,3142038,2078
1197139,2,1197111,2009-07-28T22:36:06.070,3,,130717,,2009-07-28T22:36:06.070,,1,,"<p>It can be clearer if you remove the need to use constants <code>HIGH</code> and <code>LOW</code>, by splitting into two methods. Just make <code>bitSet</code> and <code>bitClear</code> methods. <code>bitSet</code> sets the bit to <code>HIGH</code>, and <code>bitClear</code> sets the bit to <code>LOW</code>. Then it becomes:</p>

<pre><code>#define SHIFT_BIT 0

if (bitRead(_flags, SHIFT_BIT) == HIGH)
{
    bitClear(_flags, SHIFT_BIT);
}
else
{
    bitSet(_flags, SHIFT_BIT);
}
</code></pre>

<p>And of course, if you just have <code>HIGH == 1</code> and <code>LOW == 0</code>, then you don't need the == check.</p>
",,3198031,3051
1197164,2,1197111,2009-07-28T22:44:48.690,0,,130352,,2009-07-28T22:44:48.690,,6,,"<p>For bit fields, it's better to use logical operations, so you could do:</p>

<pre><code>if (flags &amp; FLAG_SHIFT) {
   flags &amp;= ~FLAG_SHIFT;
} else {
   flags |= FLAG_SHIFT;
}
</code></pre>

<p>This now has the look of the former with the efficiency of the latter. Now you could have macros rather than functions, so (if I've got this right - it would be something like):</p>

<pre><code>#define bitIsSet(flags,bit) flags | bit
#define bitSet(flags,bit) flags |= bit
#define bitClear(flags,bit) flags &amp;= ~bit
</code></pre>

<p>You don't have the overhead of calling functions, and the code becomes more readable again.</p>

<p>I've not played with Arduino (yet) but there might already be macros for this sort of thing, I don't know.</p>
",,3270967,30334
1197221,2,1197111,2009-07-28T23:07:56.397,5,,113892,,2010-12-08T11:20:32.510,2010-12-08T11:20:32.510,4,,"<p>Depending on the compliance of the AVR-GCC compiler, which I'm unsure about, you can do something like this and keep things nice and clean.</p>

<pre><code>struct flags {
    unsigned int flag1 : 1;  //1 sets the length of the field in bits
    unsigned int flag2 : 4;
}; 

flags data;

data.flag1 = 0;
data.flag2 = 12;

if (data.flag1 == 1)
{
    data.flag1 = 0;
}
else
{
    data.flag1 = 1;
}
</code></pre>

<p>If you also want access to the entire flag int at once, then:</p>

<pre><code>union 
{
    struct {
        unsigned int flag1 : 1;  //1 sets the length of the field in bits
        unsigned int flag2 : 4;
    } bits;
    unsigned int val;
} flags;
</code></pre>

<p>You can then access a bit with 2 levels of indirection: <code>variable.bits.flag1</code>&lt;--returns single bit flag or with a single level to get the entire int worth of flags: <code>variable.val</code> &lt;--returns int</p>
",,3454853,11204
1198595,2,1197111,2009-07-29T07:37:04.907,1,,6610,,2009-07-29T07:37:04.907,,2,,"<p>If you're talking readability, bit-sets and C++, why don't I find anything on <code>std::bitset</code> in there?  I understand that the embedded programmer race is quite comfortable with bitmasks, and has evolved a blindness for its sheer uglyness (the masks, not the races:), but apart from masks and bitfields, the standard library has a quite elegant solution, too.</p>

<p>An example:</p>

<pre><code>#include &lt;bitset&gt;

enum tFlags { c_firstflag, c_secondflag, c_NumberOfFlags };

...

std::bitset&lt;c_NumberOfFlags&gt; bits;

bits.set( c_firstflag );
if( bits.test( c_secondflag ) ) {
  bits.clear();
}

// even has a pretty print function!
std::cout &lt;&lt; bits &lt;&lt; std::endl;// does a ""100101"" representation.
</code></pre>
",,3497717,16710
1787118,2,1787106,2009-11-24T00:50:17.337,9,,55637,,2009-11-24T00:56:55.127,2009-11-24T00:56:55.127,2,,"<p>The curly-brace syntax is valid for initial declaration of a variable, but not for assignment after the fact.</p>

<p>Also, you are returning a pointer to an automatic variable, which is no longer validly allocated once returned (and will be smashed by the next call, such as to <code>print</code>).  You need to do something like this:</p>

<pre><code>void formatTimeDigits(char strOut[3], int num)
{
  strOut[0] = '0' + (num / 10);
  strOut[1] = '0' + (num % 10);
  strOut[2] = '\0';
}

void serialOutput12()
{
  char strOut[3]; // the allocation is in this stack frame, not formatTimeDigits

  printWeekday(weekday); // picks the right word to print for the weekday

  Serial.print("", ""); // a comma after the weekday

  Serial.print(hour12, DEC); // the hour, sent to the screen in decimal format

  Serial.print("":""); // a colon between the hour and the minute

  formatTimeDigits(strOut, minute);
  Serial.print(strOut); // the minute

  Serial.print("":""); // a colon between the minute and the second

  formatTimeDigits(strOut, second);
  Serial.print(strOut); // the second
}
</code></pre>
",,3543461,11667
1787123,2,1787106,2009-11-24T00:52:44.587,1,,134633,,2009-11-24T01:10:20.047,2009-11-24T01:10:20.047,2,,"<p>In C, you can't directly set an array's contents with the <code>=</code> assignment operator (you can <em>initialise</em> an array, but that's a different thing, even though it looks similar).</p>

<p>Additionally:</p>

<ul>
<li>It doesn't sound like the Wiring <code>char(value)</code> function/operator does what you want; and</li>
<li>If you want to return a pointer to that <code>strOut</code> array, you will have to make it have static storage duration.</li>
</ul>

<p>The simple way to do what you want is <code>sprintf</code>:</p>

<pre><code>char * formatTimeDigits (int num)
{
  static char strOut[3];

  if (num &gt;= 0 &amp;&amp; num &lt; 100) {
    sprintf(strOut, ""%02d"", num);
  } else {
    strcpy(strOut, ""XX"");
  }

  return strOut;
}
</code></pre>
",,3687113,1242
1851406,2,1851393,2009-12-05T06:56:59.883,10,,73681,,2009-12-05T07:12:45.707,2009-12-05T07:12:45.707,1,,"<p>It would probably be easiest to not convert it to a string, but just use arithmetic to separate the digits, i.e.</p>

<pre><code>float speed = 17.812345;
int display_speed = speed * 10 + 0.5;     // round to nearest 0.1 == 178
int digits[4];
digits[3] = display_speed % 10;           // == 8
digits[2] = (display_speed / 10) % 10;    // == 7
digits[1] = (display_speed / 100) % 10;   // == 1
digits[0] = (display_speed / 1000) % 10;  // == 0
</code></pre>

<p>and, as pointed out in the comments, if you need the ASCII value for each digit:</p>

<pre><code>char ascii_digits[4];
ascii_digits[0] = digits[0] + '0';
ascii_digits[1] = digits[1] + '0';
ascii_digits[2] = digits[2] + '0';
ascii_digits[3] = digits[3] + '0';
</code></pre>
",,4188782,9047
1851473,2,1851393,2009-12-05T07:31:52.057,4,,40002,,2009-12-05T10:26:40.800,2009-12-05T10:26:40.800,2,,"<p>This a way you can do it in C++ without modulus math (either way seems fine to me):</p>

<pre><code>#include ""math.h""
#include &lt;stdio.h&gt;
#include &lt;iostream.h&gt;

int main( ) {

        float value = 3.1415;
        char buf[16]; 
        value = floor( value * 10.0f ) / 10.0f;
        sprintf( buf, ""%0.1f"", value );

        std::cout &lt;&lt; ""Value: "" &lt;&lt; value &lt;&lt; std::endl;

        return 0;
}
</code></pre>
",,4358975,13685
1851526,2,1851393,2009-12-05T07:54:43.377,3,,64918,,2009-12-05T08:06:38.817,2009-12-05T08:06:38.817,0,,"<p>If you actually want to be processing this stuff as strings, I would recommend looking into <code>stringstream</code>.  It can be used much the same as any other stream, such as <code>cin</code> and <code>cout</code>, except instead of sending all output to the console you get an actual <code>string</code> out of the deal.</p>

<p>This will work with standard C++.  Don't know much about Arduino, but some quick googling suggests it won't support stringstreams.</p>

<p>A quick example:</p>

<pre><code>#include &lt;sstream&gt; // include this for stringstreams
#include &lt;iostream&gt;
#include &lt;string&gt;

using namespace std; // stringstream, like almost everything, is in std

string stringifyFloat(float f) {
  stringstream ss;
  ss.precision(1); // set decimal precision to one digit.
  ss &lt;&lt; fixed;     // use fixed rather than scientific notation.
  ss &lt;&lt; f;         // read in the value of f
  return ss.str(); // return the string associated with the stream.
}

int main() {
  cout &lt;&lt; stringifyFloat(17.812345) &lt;&lt; endl; // 17.8
  return 0;
}
</code></pre>
",,4369948,17615
1994885,2,1991628,2010-01-03T12:56:09.560,5,,99917,,2010-01-03T17:52:05.747,2010-01-03T17:52:05.747,0,,"<p>I don't know the reason but I had to modify the following <code>setup()</code> function to get the code working:</p>

<pre><code>void setup() {
  Ethernet.begin(mac, ip, gateway, mask);
  Serial.begin(9600);

  delay(1000);

  Serial.println(""connecting..."");

  for(int i = 0;i &lt;100 ; i++) {  
    if (client.connect()) {
      Serial.println(""connected"");        
      client.println(""GET /search?q=arduino HTTP/1.0"");
      client.println();
      break;
    } else {
      Serial.println(""connection failed"");
    }
  }
}
</code></pre>

<p>The code:</p>

<pre><code>client.connect()
</code></pre>

<p>does fail twice or thrice but eventually it connects to google web server as well as my local web server in the 3rd or 4th iteration of the 'for' loop.</p>

<p>If anyone knows the reason for such behavior, please reply.</p>
",,4523653,962
2018284,2,2018177,2010-01-07T04:55:12.170,4,,39975,,2010-01-07T04:55:12.170,,0,,"<blockquote>
  <p>How come? I dont even have a reference to setup in here!</p>
</blockquote>

<p>It's because you don't have a reference to <code>setup</code> that it's complaining.</p>

<p>Arduino code generates a <code>main</code> that (for the discussion here) basically looks like this:</p>

<pre><code>int main(int argc, char **argv) {
    setup();
    while(1) {
        loop();
    }
}
</code></pre>

<p>So, you should rename your <code>loop</code> function to <code>setup</code> and take this part:</p>

<pre><code>while (1) {
  sample_inputs();
  set_motor();
}
</code></pre>

<p>drop the <code>while</code> loop, and put those two function calls into a new function called <code>loop</code>.</p>
",,4674990,1439
16084181,2,2487911,2013-04-18T13:22:24.883,6,,682179,,2013-04-18T13:22:24.883,,0,,"<p>If you want to connect through a proxy, use the proxy server name as the adress you're connecting to, and include the server address as part of your GET request:</p>

<pre><code>// if you get a connection, report back via serial:
if (client.connect(""www.proxy.com"", 8080)) {  // This is connecting to the proxy
Serial.println(""connected"");

// Make a HTTP request through proxy:
client.println(""GET http://www.actualserver.com/search?q=arduino HTTP/1.0"");
client.println();
</code></pre>

<p>The original answer is <a href=""http://arduino.cc/forum/index.php/topic,158690.0.html"" rel=""noreferrer"">here</a>.  </p>
",,4705790,41310
2527455,2,2527437,2010-03-26T23:32:04.333,-1,,173397,,2010-03-26T23:32:04.333,,4,,"<pre><code> char command[MAX_COMMAND];
 void loop(){
     char *p = command;
    if(Serial.available() &gt; 0){
      int clinput = Serial.read();
    command[p++] = (char)clinput;
   }
  }
</code></pre>
",,4776231,140
2527458,2,2527437,2010-03-26T23:32:21.870,0,,136540,,2010-03-26T23:32:21.870,,0,,"<p>Use <a href=""http://www.cplusplus.com/reference/iostream/ostringstream/"" rel=""nofollow noreferrer"">std::ostringstream</a> with <a href=""http://www.sgi.com/tech/stl/basic_string.html"" rel=""nofollow noreferrer"">std::string</a>:</p>

<pre>
#include &lt;sstream&gt;
#include &lt;string&gt;

std::string loop()
{
    std::ostringstream oss;
    while ( Serial.available() &gt; 0 ){
        oss &lt;&lt; static_cast&lt;char&gt;(Serial.read());
    }
    return oss.str();
}
</pre>

<p>You can also concatenate multiple instances of std::string with operator+.</p>
",,5003548,4342
2527460,2,2527437,2010-03-26T23:33:31.397,0,,280730,,2010-03-27T00:08:49.373,2010-03-27T00:08:49.373,1,,"<p>Since its also tagged C,</p>

<pre><code>char *command = (char *)malloc(sizeof(char) * MAXLENGTH);
*command = '\0';

void loop(){
  char clinput[2] = {}; //for nullifying the array
  if(Serial.available() &gt; 0){
    clinput[0] = (char)Serial.read();
    strcat(command, clinput);
}
</code></pre>
",,5534290,20239
2527463,2,2527437,2010-03-26T23:34:05.267,3,,136452,,2010-03-26T23:34:05.267,,0,,"<p>You have to write character by character into an array.
For example like this:</p>

<pre><code>#define MAX_COMMAND_LENGTH 20

char Command[MAX_COMMAND_LENGTH];
int commandLength;    

void loop(){
  if(Serial.available() &gt; 0){
    int clinput = Serial.read();
    if (commandLength &lt; MAX_COMMAND_LENGTH) {
      Command[commandLength++] = (char)clinput;
    }
}
</code></pre>

<p>BTW: This is not complete. E.g. commandLength has to be initialized with 0.</p>
",,5612174,4605
